12	0.040000
20	0.490000
21	0.490000
22	0.490000
23	0.490000
60	190.000000
61	190.000000
62	190.000000
63	190.000000
64	680.000000 640.000000
83	600.000000
84	0.280000
85	0.280000
86	0.280000
87	0.280000
88	0.068500
89	0.068500
90	0.068500
91	0.068500
92	0.068500
93	0.068500
94	0.068500
95	0.068500
96	0.068500
97	0.068500
98	0.068500
99	0.068500
100	0.027000 0.043000
101	0.027000 0.043000
102	0.027000
103	0.027000 0.043000
104	0.027000
105	0.027000 0.043000
106	0.027000
107	0.043000 0.027000
108	0.043000
109	0.027000 0.043000
110	0.027000 0.043000
116	0.420000
117	0.129000
121	1250.000000
125	0.590000 0.590000
126	0.250000
127	0.250000
128	0.250000
129	0.250000
130	0.250000
131	0.250000
132	0.250000
133	0.250000
134	0.250000
139	0.395000
140	3.435000 3.435000
141	0.037000
144	7.100000
145	0.470000
148	0.080000 0.080000
151	0.570000
153	3.000000
154	5601.000000
160	0.005000
161	0.000155
164	1.050000
165	1348.500000
166	5.100000 5.100000
167	1.020000 1.020000
168	5.100000 5.100000
171	0.490000
177	4.400000
186	0.042500
187	2.100000
190	9.750000
191	210.000000
192	210.000000
193	1.420000 1.420000
194	0.008800 0.008800
195	200.000000
201	0.057500
203	0.058000
204	0.315000
207	0.090000
209	0.090000
210	0.080000
211	0.450000
212	0.090000
219	0.065000
221	0.167000
222	0.020000
223	0.130000
224	3.700000
225	3.700000
226	0.050250
227	0.400000
228	0.270000
229	0.270000 0.270000 0.270000
230	1.505000
232	0.270000
233	0.270000 0.270000 0.270000
234	0.129000
236	1.505000
238	1.505000
239	0.100000
240	1.150000
250	0.600000
252	0.001430
255	0.022600
261	3.700000 3.700000
263	0.440000
264	0.811500 0.811500
268	0.217500
273	0.094000
274	0.094000 10.600000 10.600000
275	0.008000
276	0.690000
277	0.030900
278	0.030900
281	500.000000
283	17.000000
286	5000.000000
291	190.000000 190.000000 190.000000 190.000000
293	999.000000
294	0.270000
295	0.270000
296	0.129000
306	15.000000
307	0.591750 25.100000
308	25.100000 0.591750
311	1.000000
312	0.150000
313	0.029000
315	0.160000
318	0.005000
319	114.000000
328	4.000000
333	0.650000
334	0.650000
338	0.150000
339	0.500000 0.500000
342	1.600000
343	87.000000
344	0.490000
346	0.025000 0.025000
347	0.025000
348	0.690000
349	0.270000
350	0.032150
356	0.155500
357	999.000000
358	4.850000 4.850000 4.850000
359	2.300000
360	2.300000
361	2.300000
362	2.300000
364	1.430000
365	0.085000
366	0.500000
371	0.152100
377	0.073000 0.073000 0.073000 0.073000
380	0.800000
381	0.800000
385	0.007500
386	7.100000
394	0.205000 0.205000
398	0.065000
399	0.065000
403	0.405000
415	0.110000
416	0.088700
417	0.088700
418	0.088700
419	0.088700
425	0.390000 0.390000
426	0.001300
427	0.028000
429	0.160000
440	0.046000 0.046000
441	0.046000 0.046000
442	0.046000 0.046000
443	0.046000 0.046000
444	0.046000 0.046000
445	0.046000 0.046000
446	0.046000 0.046000
457	499.558500
467	0.003200
470	0.250000
471	0.025000
473	0.025000
474	0.250000
483	1.020000
486	0.250000
489	1.252000
497	34.000000
498	17.000000
503	0.280000
507	0.700000 0.700000
508	19620.000000
510	0.001350
511	0.500000
515	0.380000
516	0.380000 0.380000
517	0.045000
518	0.174000
520	0.240000
524	0.094000
525	0.094000
527	0.057500
528	0.090000
531	2.600000
532	2.600000
533	2.600000
534	2.600000
535	2.600000
536	2.600000
537	2.600000
541	0.170000
542	1.700000
543	0.360000
555	0.600000
558	999.000000
559	0.174000
566	1.000000
568	0.570000
569	0.549000
573	1.500000
574	1.500000
578	3.450000
579	0.536500
582	0.094000
583	0.009000
584	0.250000
585	0.013650 0.013650
586	0.007500
588	0.045000
589	0.029400
591	0.700000
593	0.005000
594	0.001000
597	0.003650
598	0.018000
602	3.100000 3.100000
603	190.000000
604	190.000000
608	0.700000
610	0.169000
611	0.653000
612	0.169000
613	0.653000
622	0.270000
625	440.000000
626	0.060000 0.060000
627	55.800000
636	0.170000
639	499.500850
640	0.330000 0.105000
643	0.014000 0.014000
644	0.067000
645	0.096000
646	2000.000000
649	0.655000
650	0.030000
651	0.030000
652	0.030000
653	0.030000
654	0.030000
655	0.030000
656	0.030000
657	0.030000
658	0.030000
659	0.030000
660	0.030000
661	0.030000
662	0.030000
663	0.030000
664	0.030000
665	0.030000
666	0.030000
667	0.030000
668	0.030000
669	0.030000
670	0.030000
671	0.030000
672	0.030000
673	0.030000
680	0.066000
681	0.066000
682	0.066000
683	0.066000
684	0.066000
685	0.066000
686	0.066000
687	0.066000
688	19.650000
690	0.011000
691	0.550000
693	0.550000
695	999.000000
696	629.500000
699	0.115000
1006	27.000000 27.000000
1007	2.650000
1010	0.001700
1011	0.001700
1012	0.001700
1013	0.001700
1014	0.001700
1015	0.001700
1016	0.001700
1017	0.014000
1018	0.014000
1019	0.014000
1020	0.014000
1021	0.014000
1022	0.014000
1023	0.014000
1024	0.014000
1025	0.014000
1026	0.014000
1027	0.005100 0.005100
1028	0.005100 0.005100
1029	0.005100 0.005100
1030	0.005100 0.005100
1031	0.005100 0.005100
1032	0.005100 0.005100
1033	0.005100 0.005100
1034	0.005100 0.005100
1035	0.005100 0.005100
1036	0.005100 0.005100
1038	0.044000
1039	0.094000
1043	0.170000 0.170000
1044	0.015700 0.015700
1045	107.500000
1046	1.400000
1047	2.100000
1049	0.120000 0.120000
1051	0.189000
1052	0.189000
1053	0.189000
1054	0.189000
1055	0.189000
1101	0.090500
1104	0.010150 0.010150
1105	0.000900 0.000900
1106	0.000900
1107	0.001245
1109	0.024350 2.000000
1110	0.044000 0.024350 2.000000
1114	0.012700
1115	0.012700
1124	0.490000
1127	0.049000
1130	0.700000 0.700000 0.700000
1134	0.125000
1135	13.000000
1136	0.064500 0.064500
1139	0.400000
1140	0.102000
1141	0.102000
1142	0.102000
1143	0.102000
1144	0.102000
1145	0.102000
1146	0.102000
1147	999.000000
1149	0.190000
1150	0.800000 0.800000
1151	0.800000
1152	0.800000
1153	999.000000
1155	999.000000
1157	999.000000
1159	999.000000
1161	2.650000
1163	2.200000
1164	1.700000
1165	0.122500
1166	2.650000
1169	13.000000
1172	0.600000
1173	190.000000
1181	2.900000
1182	15.000000
1183	2.330000
1185	0.490000
1189	1.029000
1190	4.000000
1195	0.490000
1197	0.530000
1198	0.036500
1201	0.102000
1202	0.059000
1203	999.000000 999.000000
1204	230000.000000
1207	0.285000
1208	0.690000
1209	2930.000000
1211	2350.000000
1212	0.145000
1213	1.125000
1214	0.014200
1215	51.000000
1216	0.800000 12.000000
1219	2.300000 2.300000
1220	2.300000 2.300000
1221	0.100000
1222	0.060000
1225	2.700000
1226	170.000000
1227	0.009000
1228	0.190000
1232	4.000000
1233	0.490000
1238	0.390000
1239	501.950000
1240	0.190000
1241	0.500000
1243	1000.000000
1244	0.500000
1246	0.200000
1248	1.595000
1249	12.000000 12.000000
1251	7.340000
1252	3.150000
1253	0.007700
1254	0.031500
1255	0.056000
1256	0.500000
1268	999.000000
1273	16.200000
1274	0.056000
1275	0.056000
1282	0.370000
1283	0.370000
1284	0.370000
1287	42.000000
1288	500.000000
1290	0.040000
1294	0.270000
1297	0.067000
1298	0.014700
1301	0.071000
1302	0.084000 0.084000
1303	0.059000
1305	0.390000
1306	0.390000
1307	0.390000
1308	0.390000
1309	0.390000
1310	0.390000
1311	0.390000
1312	0.390000
1313	0.390000
1314	0.390000
1315	50.000000
1317	0.685000
1320	499.950000
1321	0.218000
1323	0.068000
1324	29.000000
1328	1.850000
1329	999.000000
1330	0.300000
1331	0.120000
1332	999.000000
1335	0.015000
1336	0.035000 0.035000
1340	0.550000
1341	0.550000
1351	0.066000
1352	0.066000
1353	0.066000
1354	0.066000
1355	0.066000
1356	0.066000
1357	0.066000
1358	0.066000
1359	0.031000
1363	0.045000
1367	0.029000
1368	0.536500
1369	2000.000000
1370	2000.000000
1371	10.000000
1373	10.000000
1374	10.000000
1384	0.052000
1385	0.008000
1386	0.500000
1389	0.006800
1390	0.006800
1391	19.000000
1392	0.110000 0.110000
1395	48.100000
1396	0.015000
1397	0.094000
1401	190.000000 190.000000
1402	190.000000 190.000000
1403	0.081500 0.081500
1404	1.200000
1405	999.000000
1409	7.100000
1410	0.060650 0.035000
1411	0.003250 0.003250
1412	0.003250 0.003250
1413	0.003250 0.003250
1418	0.039850
1419	0.014000
1421	0.103000
1422	0.087000
1423	1.000000
1424	1.000000
1425	0.040000
1427	5810.000000
1429	0.001600
1430	1.280000
1431	0.004400
1436	0.840000
1443	0.685000
1448	0.006500
1449	0.700000
1456	499.558500
1458	0.210000
1460	0.027000 0.027000
1461	999.000000
1462	499.515500 499.515500
1463	499.515500 499.515500
1464	499.515500 499.515500
1465	499.515500 499.515500
1466	499.515500 499.515500
1467	499.515500 499.515500
1468	499.515500 499.515500
1469	499.515500 499.515500
1470	0.365000
1471	0.083000
1472	0.019000
1473	670.000000 670.000000
1484	0.245000
1486	0.642500
1490	0.800000
1491	0.800000
1492	1.280000 1.280000
1493	0.050000
1498	499.558500
1499	0.550000
1500	0.550000
1501	499.558500
1503	0.190000
1504	0.146000
1505	0.146000
1506	0.146000
1507	0.146000
1508	0.146000
1509	0.146000
1510	0.146000
1511	0.146000
1512	0.146000
1513	0.146000
1514	0.146000
1515	0.146000
1516	0.146000
1517	0.146000
1518	0.146000
1519	0.146000
1520	0.146000
1521	0.146000
1522	0.146000
1523	0.146000
1524	0.146000
1525	87.000000
1526	87.000000
1527	87.000000
1528	87.000000
1529	87.000000
1530	87.000000
1531	87.000000
1532	87.000000
1533	87.000000
1534	87.000000
1535	87.000000
1536	87.000000
1537	87.000000
1538	87.000000
1539	87.000000
1540	87.000000
1541	87.000000
1542	87.000000
1543	87.000000
1544	87.000000
1545	87.000000
1546	87.000000
1547	87.000000
1548	87.000000
1549	87.000000
1550	87.000000
1551	87.000000
1552	87.000000
1553	87.000000
1554	87.000000
1555	87.000000
1556	87.000000
1557	87.000000
1558	87.000000
1559	87.000000
1561	2.000000 2.000000
1562	0.005000 0.005000
1563	0.500000
1567	5000.000000
1574	0.500000
1575	0.550000
1576	95.000000
1579	0.021000 0.021000
1580	51.000000
1581	0.040000
1583	0.040000
1585	0.040000
1587	0.040000
1589	0.148500
1595	50.000000
1596	0.342000
1599	0.950000
1603	0.490000
1605	0.440000
1606	0.024000
1608	0.300500
1609	10.420000
1610	6.400000 6.400000 6.400000 6.400000
1611	6.400000 6.400000
1612	6.400000 6.400000 6.400000 6.400000
1613	6.400000 6.400000 6.400000
1614	6.400000 6.400000 6.400000
1615	6.400000 6.400000 6.400000
1616	6.400000 6.400000 6.400000
1617	6.400000 6.400000 6.400000
1622	0.056000
1628	0.700000
1629	0.410000
1633	0.061000
1634	0.073000
1639	0.030000
1644	1.900000 1.900000
1645	1.954900 1.954900
1646	0.244000
1653	0.485000
1654	0.069000
1655	210.000000
1664	7.600000
1665	7.600000
1666	7.600000
1667	7.600000
1668	7.600000
1673	2.300000
1674	2.300000
1675	2.300000
1676	13.600000
1680	11.200000
1683	2.650000
1686	20.000000
1689	0.070000
1690	0.070000
1692	499.500023
1694	0.270000
1695	6.400000 6.400000
1696	6.400000 6.400000
1699	0.215250
1702	0.018500
1708	2.100000
1712	3.061000
1713	0.066000
1714	117.800000
1715	117.800000
1717	3.061000
1718	1.925000
1720	0.008250
1721	0.008250
1722	0.008250
1724	0.200000
1725	0.059625 0.100750
1731	0.090000
1732	0.090000
1733	0.090000
1734	0.090000
1735	0.090000
1736	0.090000
1737	0.090000
1738	0.090000
1741	23.000000
1747	0.200000 0.258500
1753	0.070000
1754	0.200000
1760	0.111000 0.111000
1762	0.111000 0.111000
1765	0.020000
1766	0.020000
1769	0.014350
1770	0.018500 0.280000 0.260000
1771	0.280000
1772	0.260000 0.280000
1773	0.280000
1774	0.280000 0.260000
1775	0.280000
1776	0.260000 0.280000
1777	0.260000 0.280000
1778	0.260000 0.280000
1779	0.280000 0.260000
1780	0.280000 0.018500
1781	0.260000 0.280000
1782	0.280000
1783	0.280000 0.260000
1784	0.280000 0.260000
1785	0.260000 0.280000
1786	0.018500 0.280000
1787	0.280000 0.260000
1788	0.280000
1789	0.260000 0.280000
1790	0.280000
1791	0.260000 0.280000
1792	0.280000
1793	0.280000 0.260000
1801	0.560000
1802	0.560000
1803	0.560000
1804	0.560000
1805	0.560000 410.000000
1806	0.560000 410.000000
1807	0.560000 0.270000
1808	0.560000
1809	0.560000
1810	0.560000
1811	0.560000
1812	0.002000
1813	0.002000
1814	0.048800
1815	0.033000
1816	0.033000
1824	170.000000
1831	0.550000 0.550000 0.550000
1832	0.360000 0.360000
1837	0.029000
1838	0.855000
1844	0.002800
1847	0.041000
1852	0.500000
1856	0.030000
1860	0.180000
1861	499.558500
1862	499.558500
1863	499.558500
1864	499.558500
1865	499.558500
1866	499.558500
1867	499.558500
1871	0.100000
1872	999.000000
1873	999.000000
1874	999.000000
1875	999.000000
1876	999.000000
1877	999.000000
1878	999.000000
1879	999.000000
1880	999.000000
1881	999.000000
1882	999.000000
1883	999.000000
1884	999.000000
1885	999.000000
1886	0.037000
1887	0.018700 0.018700
1888	0.018700 0.018700 0.018700 0.018700
1889	30.500000
1890	0.690000
1892	0.053500
1893	999.000000
1895	499.558500
1896	499.558500
1897	499.558500
1898	499.558500
1899	499.558500
1900	499.558500
1901	499.558500
1902	0.001750
1904	0.093000
1907	0.180000 0.180000
1908	2000.000000
1909	2.050000 2.050000 2.050000
1910	499.558500
1911	499.558500
1912	499.558500
1913	499.558500
1914	499.558500
1915	499.558500
1916	499.558500
1917	0.080000
1918	0.025000
1919	0.200000
1920	999.000000
1922	0.210000
1923	153.500000
1925	499.558500
1926	499.558500
1927	499.558500
1928	499.558500
1929	499.558500
1930	499.558500
1931	499.558500
1932	999.000000
1933	999.000000
1934	999.000000
1935	999.000000
1936	999.000000
1937	999.000000
1938	999.000000
1939	999.000000
1940	999.000000
1941	999.000000
1942	999.000000
1943	999.000000
1944	999.000000
1945	999.000000
1946	0.046000
1947	0.046000
1948	0.046000
1949	0.046000
1950	0.046000
1951	0.046000
1952	0.046000
1955	0.830000 0.830000 0.830000
1956	0.080000
1962	0.023900
1963	0.000300
1964	0.000300
1965	0.000300
1966	0.000300
1967	0.000300
1968	0.000300
1969	0.000300
1970	0.000300
1971	0.000300
1972	0.000300
1973	0.000300
1974	0.000300
1975	0.000300
1976	0.000300
1977	0.000300
1978	0.000300
1979	0.000300
1980	0.000300
1981	0.000300
1982	0.000300
1983	0.000300
1984	0.117000
1985	0.117000
1986	0.117000
1987	0.117000
1988	0.117000
1989	0.117000
1990	0.117000
1991	0.117000
1992	0.117000
1993	0.117000
1994	0.117000
1995	0.117000
1996	0.117000
1997	0.117000
1998	0.117000
1999	0.117000
2000	0.117000
2001	0.117000
2002	0.117000
2003	0.117000
2004	0.117000
2007	0.110000
2008	0.136000
2011	999.000000
2012	0.003400 0.260000
2013	0.260000
2019	0.900000
2020	0.190000
2021	0.900000
2022	0.285000
2023	7.100000
2024	800.000000
2025	0.250000
2026	0.250000
2028	0.015000
2030	0.130000
2031	0.560000
2037	10.500000
2042	0.004900
2044	0.040000
2047	1.700000
2048	45.000000
2051	0.300000
2056	0.476000
2059	0.088000
2067	0.017000
2069	97.000000
2070	97.000000
2078	0.067000
2080	0.400000
2081	0.022000
2084	0.385000 0.385000
2087	0.105000
2088	0.105000
2089	0.105000 0.105000
2090	0.105000 0.105000
2091	0.105000 0.105000
2092	0.105000 0.105000
2093	0.105000
2094	0.053500
2095	0.070000
2096	0.070000 0.070000
2097	0.070000
2099	999.000000 999.000000
2100	2.900000
2105	200.000000
2108	2.650000
2109	0.400000
2112	999.000000
2113	0.033100
2114	0.270000
2115	0.300000
2116	0.091000 0.091000 0.091000
2118	0.027000
2119	0.040000 4.000000
2121	2.000000
2122	7.000000
2125	1.000000
2126	0.070000 0.070000
2127	0.070000 0.070000 0.070000 0.070000
2128	0.070000 0.070000
2129	0.070000 0.070000 0.070000 0.070000
2130	0.070000 0.070000
2131	0.070000 0.070000 0.070000 0.070000
2132	0.070000 0.070000
2133	0.070000 0.070000 0.070000 0.070000
2138	1600.000000
2139	3.100000 3.100000
2141	0.900000
2145	1.750000
2146	0.490000
2148	1.400000
2149	0.855000
2150	0.002150
2152	629.500000
2153	0.335000
2164	0.053000
2167	0.064000 999.000000
2168	0.200000 0.200000
2169	330.000000
2176	284.000000
2179	0.385000
2181	0.012000
2182	999.000000 999.000000
2183	999.000000
2185	0.016940
2186	0.073500
2187	0.075500
2192	0.070000
2194	0.250000
2199	0.044000
2200	499.500023
2201	499.750000
2203	0.577500 0.577500
2204	0.760000
2207	0.048000
2211	0.029000
2212	0.045000
2214	0.110000
2215	0.025000
2217	0.090000 0.090000
2219	999.000000
2220	999.000000
2222	0.059625
2223	0.022000
2231	120.000000
2232	222.500000
2235	0.420000
2236	81.500000
2245	14.000000 14.000000
2246	14.000000 14.000000
2247	0.169000
2248	0.653000 0.653000
2249	0.169000
2250	0.653000 0.653000
2253	499.500850
2254	0.330000
2255	0.008500
2256	0.002800
2257	0.135550
2258	0.000775
2259	1.030000
2261	0.002800
2262	6000.000000
2263	2.550000
2264	7.500000
2265	0.500000
2266	0.500000
2270	999.000000
2271	999.000000
2272	999.000000
2273	1.000000
2276	190.000000 2.240000
2281	499.500023
2284	0.001750
2285	97.000000
2287	0.290000 1.430000
2288	0.004300
2291	0.002550
2292	0.097000
2293	0.155000
2294	0.155000
2296	0.215000
2297	0.630000
2298	0.820000
2299	0.015000
2300	0.125000
2301	0.045500
2302	0.067000
2303	0.300000
2304	0.005550
2305	1.115000 1.115000 1.115000
2306	0.004100
2307	1.115000 1.115000 1.115000
2310	0.275000
2311	0.194000
2312	0.155000
2314	1.000000
2315	0.700000
2317	0.155000
2320	0.155000
2321	0.410000
2324	0.000470
2327	0.220000
2328	0.129000
2329	0.220000
2330	0.094000
2336	0.007500
2338	0.300000
2342	0.810000
2348	0.240000
2352	0.061700
2353	1.280000
2354	0.200000
2365	0.060650
2371	70.500000
2372	600.000000
2375	4.000000
2378	0.006900
